dN	dS
0.06660	0.55460
0.05520	0.97880
0.00630	0.91790
0.14010	0.80650
0.01240	1.03410
0.24750	6.74250
0.13120	0.84200
0.05760	0.78220
0.02600	2.37410
0.01240	0.92280
0.11030	1.94970
0.07700	0.77790
0.04930	0.71560
0.09860	0.56440
0.04260	0.76900
0.45880	2.17830
0.08070	0.40790
0.26240	0.80570
0.04710	0.72860
0.05500	0.98780
0.01590	0.74880
0.03250	0.58260
0.08060	0.75940
0.05870	0.86470
0.07930	0.45500
0.00190	0.57970
0.00000	0.43680
0.02760	0.76230
0.34910	74.40000
0.12300	0.92690
0.07010	0.73380
0.00190	0.47430
0.03470	1.01030
0.04040	0.73260
0.02910	0.72400
0.03260	0.70450
0.06510	0.99240
0.03860	0.64020
0.19190	0.76300
0.05380	0.50450
0.04440	0.93410
0.10590	1.15230
0.00660	0.91380
0.02080	1.23650
0.13590	0.99570
0.00560	0.51520
0.04750	0.43750
0.02790	0.90360
0.03810	0.43650
0.03500	0.84260
0.15070	0.56090
0.01200	0.48670
0.08380	0.57010
0.05310	0.43190
0.02280	0.46410
0.01510	0.49880
0.03430	0.55430
0.04590	0.62590
0.00080	0.38540
0.02010	0.45750
0.03360	0.33290
0.00550	0.30840
0.00610	0.47940
0.04570	0.66860
0.11360	1.06000
0.03670	0.78950
0.04920	0.85840
0.01060	0.76050
0.02360	0.29320
0.02850	0.36270
0.08240	0.55700
0.05510	0.52850
0.05140	0.29500
0.01710	0.63260
0.35960	1.47040
0.05250	0.98310
0.04620	0.53690
0.08000	0.51060
0.02400	0.45970
0.19970	0.73530
0.09020	0.50890
0.03680	0.40370
0.05270	0.97390
0.05960	0.99780
0.00000	0.28120
0.00070	0.68750
0.00870	0.53370
0.00530	0.36180
0.03100	0.33600
0.04450	0.47800
0.01290	0.25910
0.00000	0.10560
0.03500	0.22800
0.02000	0.51290
0.02850	0.95760
0.02110	0.74740
0.06330	0.91550
0.02360	0.72560
0.01600	0.91200
0.04990	1.46470
0.15270	0.50580
0.02910	0.58270
0.00820	0.59790
0.08900	0.56010
0.03940	0.31060
0.01560	0.38610
0.01150	0.43560
0.01080	0.60220
0.06230	0.66560
	
0.02500	0.72020
0.00870	0.42680
0.05320	0.73540
0.10030	0.73840
0.02280	0.37060
0.10010	0.60300
0.02110	0.47180
0.03180	0.83250
0.04760	0.84140
0.09520	0.75970
0.19980	0.67360
0.02180	0.32350
0.02990	0.58260
0.01080	0.41310
0.00410	0.23430
0.14160	0.46950
0.04610	0.35230
0.01670	0.46790
0.16850	0.49920
0.05890	0.36620
0.02830	0.43040
0.15700	1.20030
0.02940	0.56300
0.00060	0.58460
0.03930	1.08390
0.00570	0.48850
0.02730	0.54350
0.02220	0.89500
0.14610	0.69520
0.19540	0.95250
0.07150	0.61050
0.06840	0.81900
0.00020	0.23340
0.05630	0.74510
0.04990	0.52260
0.09850	0.53700
0.03290	0.43580
0.00000	0.49670
0.04860	0.43470
0.01480	0.24870
0.06980	0.72350
0.01610	0.40990
0.00040	0.44910
0.02200	0.37680
0.01640	0.35850
0.00000	0.11520
0.04460	0.41170
0.01210	0.36230
0.46110	0.77050
0.00860	0.38590
0.02270	0.32240
0.00320	0.56670
0.12970	0.44480
0.08000	0.74270
0.00990	0.83660
0.07780	0.33070
0.00410	0.66480
0.07760	0.33640
0.01860	0.51640
0.01470	0.56070
0.00620	0.50610
0.02280	0.37690
0.10190	0.57280
0.01970	0.32220
0.07500	0.43450
0.01510	0.35170
0.12510	0.87090
0.10210	0.55720
0.10940	0.33690
0.13650	0.53110
0.01830	0.63000
0.05800	0.76040
0.07300	0.32040
0.12950	0.50590
0.08770	0.56580
0.11000	0.62030
0.01640	0.78480
0.13250	0.57790
0.01560	0.45060
0.23810	0.65960
0.25720	0.61340
0.02390	0.73270
0.00490	0.26160
0.11140	0.96940
0.15230	0.56040
0.06640	0.83670
0.03170	0.53610
0.04470	0.40960
0.00820	0.40130
0.07530	0.84140
0.02170	0.45270
0.11190	0.52290
0.02080	0.43540
0.02330	1.26660
0.12740	0.79530
0.02090	0.82690
0.02120	1.03860
0.04490	1.00310
0.05500	0.51050
0.18380	0.38530
0.13130	0.55800
0.00330	0.64160
0.17080	0.57940
0.05110	0.50540
0.16490	0.74210
0.02950	0.23750
0.01910	0.62920
0.29280	0.64080
0.00000	0.13750
0.05550	0.42140
0.04300	0.61390
0.05270	0.61880
0.16680	0.92890
0.02450	0.50850
0.00750	0.39040
0.03000	0.42570
0.10580	0.64070
0.04180	0.42550
0.11970	0.69620
0.00690	0.51360
0.01560	0.64600
0.01040	0.32510
0.16150	0.57470
0.03370	0.36340
0.07320	0.62890
0.02650	0.30220
0.00420	0.35130
0.02020	0.54770
0.03090	0.67850
0.04650	0.34730
0.01170	0.37710
0.06000	0.39750
0.07660	0.55050
0.02480	0.55260
0.01760	0.46160
0.12790	0.48740
0.04750	0.42890
0.00000	0.23870
0.03180	0.48850
0.06110	0.40290
0.01620	0.38560
0.02880	0.55500
0.04370	0.47220
0.12440	0.38040
0.04740	0.45630
0.00910	0.65910
0.14770	0.49400
0.41710	0.59970
0.04880	0.45470
0.00000	0.41000
0.13020	0.62120
0.06110	0.81210
0.00180	0.34820
0.02970	0.63150
0.06090	0.75750
0.10070	0.54190
0.04680	0.78550
0.13810	0.79680
0.00040	0.37060
0.01980	0.45540
0.00080	0.78500
0.03310	0.61640
0.03710	0.34080
0.05130	0.49140
0.00340	0.51620
0.02320	0.42330
0.11840	0.47870
0.06240	0.37640
0.19170	5.55480
0.17800	3.36360
0.17800	3.36360
0.13100	0.82520
0.00480	0.24060
0.01760	0.50580
0.06270	0.42430
0.08030	0.54000
0.00560	0.35550
0.00000	0.29540
0.05910	0.36010
0.00560	0.69640
0.02940	0.22450
0.11760	0.62170
0.20660	0.65070
0.00000	0.56130
0.06480	0.86830
0.06150	0.68990
0.00000	0.69790
0.05480	0.49440
0.00810	0.31150
0.20810	0.75810
0.01810	0.48370
0.12650	0.95750
0.00270	0.32550
0.03600	0.42900
0.01780	0.59270
0.05710	0.62150
0.05580	0.71740
0.24850	1.05080
0.01800	0.73880
0.01430	0.71290
0.02240	0.62230
0.05180	0.59050
0.02100	0.82010
0.06980	0.70300
0.13620	0.55600
0.02360	0.32580
0.25820	0.54140
0.00360	0.20900
0.10100	0.55870
0.13690	0.83710
0.07230	0.53850
0.03750	0.38690
0.00710	0.22970
0.01250	0.45640
0.03670	0.28990
0.11530	0.43390
0.00310	0.37370
0.01380	0.38010
0.02650	0.21850
0.02260	0.49490
0.01400	0.34420
0.04600	0.36360
0.04600	0.36360
0.12010	0.61840
0.02880	0.45220
0.07310	0.45870
0.01770	0.53120
0.06000	0.43290
0.01600	0.46390
0.01450	0.50900
0.00130	0.27560
0.00900	0.47040
0.09730	0.62570
0.08880	0.64080
0.32070	0.43970
0.13380	0.52470
0.11200	0.57720
0.02460	0.38910
0.01210	0.43950
0.02190	0.47970
0.05190	0.50860
0.02900	0.65820
0.19410	0.68240
0.01130	0.47800
0.04180	0.73650
0.10200	0.79440
0.06430	0.99990
0.06360	1.47180
0.05030	0.95190
0.01460	0.39960
0.06630	0.57170
0.13180	0.57940
0.13160	0.78700
0.02670	0.47690
0.03050	0.33450
0.04070	0.48500
0.10680	0.51180
0.03460	0.60890
0.03310	0.32840
0.08530	0.66640
0.11380	0.39590
0.04420	1.02180
0.08120	0.43230
0.05860	0.58770
0.16520	0.68520
0.00740	0.28200
0.00420	0.32920
0.09940	0.30840
0.09980	0.33630
0.08150	0.46330
0.00600	0.49200
0.05470	0.63380
0.12450	0.54240
0.12990	0.62380
0.01620	0.19280
0.02610	0.58110
0.03700	0.44150
0.08200	0.78040
0.03990	0.49690
0.05470	0.63820
0.01560	0.46790
0.02220	0.60390
0.02000	0.39550
0.10190	0.47030
0.05240	0.64360
0.02110	0.45020
0.03220	0.64720
0.35080	0.53050
0.44210	0.82620
0.31560	0.59110
0.43670	0.59920
0.35570	0.61460
0.02170	0.80140
0.03780	0.49590
0.06180	0.49630
0.07460	1.96960
0.00000	0.38420
0.00670	0.49330
0.13400	0.66190
0.15520	0.67700
0.00430	0.42810
0.15840	0.81440
0.05390	0.57660
0.08510	0.63120
0.07870	0.86050
0.04020	0.51280
0.02260	0.97890
0.03280	0.32320
0.59650	1.34510
0.08480	0.62280
0.01180	0.46870
0.00000	0.21430
0.00670	0.19260
0.11870	0.54380
0.05230	0.47680
0.00040	0.42980
0.00000	0.43640
0.00550	0.63640
0.15220	0.62750
0.13560	0.55350
0.00000	0.37770
0.06750	0.42000
0.09560	0.35750
0.05290	0.60510
0.05700	0.56650
0.01450	0.37640
0.05420	0.64750
0.01840	0.38660
0.12390	0.75390
0.03660	0.43230
0.02080	0.49140
0.00950	0.79680
0.01050	1.62280
0.04990	0.54970
0.03730	0.44210
0.00890	0.32520
0.02530	0.47610
0.08580	0.39830
0.09470	0.52320
0.16800	0.51610
0.00450	0.87570
0.00450	0.87570
0.00570	0.96900
0.06660	0.75260
0.03960	0.66360
0.02260	0.41530
0.06010	0.73490
0.02150	0.92770
0.03970	0.49940
0.04350	0.79440
0.04840	0.98720
0.05350	1.06260
0.19900	0.54840
0.04310	0.39580
0.00630	0.41670
0.09960	0.77990
0.03450	0.74810
0.10110	0.60250
0.02580	0.42740
0.06010	0.30800
0.06770	0.53070
0.02110	0.40220
0.12670	0.44950
0.11000	0.52460
0.08060	0.82180
0.00940	0.52170
0.06970	0.36330
0.00680	0.99780
0.00680	0.91780
0.01750	0.93360
0.01820	0.34780
0.01190	0.30440
0.12820	0.63890
0.03000	0.38180
0.09920	0.45760
0.10510	0.46640
0.10510	0.46640
0.10510	0.46640
0.10510	0.46640
0.11630	0.44210
0.10520	0.38430
0.01370	0.23170
0.00630	0.41480
0.03100	0.46140
0.01840	0.48150
0.07640	0.50640
0.06660	0.48230
0.00070	0.70720
0.07220	0.67650
0.03380	0.61570
0.02870	0.65730
0.04000	0.71170
0.02520	0.56800
0.02420	0.67350
0.05290	0.55540
0.01470	0.55690
0.22520	0.78480
0.00820	0.42030
0.08500	0.75500
0.00090	0.85880
0.17800	0.54150
0.04670	0.35640
0.03540	0.44310
0.03540	0.44310
0.01540	0.63770
0.17060	0.78150
0.36790	0.60220
0.09690	0.50510
0.11900	0.62500
0.03160	0.55470
0.00800	0.52860
0.10470	0.50350
0.02450	0.43340
0.12610	0.44470
0.03740	0.29490
0.01630	0.34070
0.00640	0.60960
0.02500	0.52600
0.24920	0.59520
0.09830	0.69400
0.08530	0.46020
0.14530	0.45890
0.01010	0.38800
0.05870	0.56310
0.15400	0.54460
0.18030	0.52750
0.06020	0.55220
0.11400	0.57910
0.03750	0.55230
0.04990	0.48640
0.19650	1.01270
0.01160	0.38950
0.04790	0.44210
0.07300	0.45290
0.13010	0.49270
0.19370	0.29990
0.00870	0.36410
0.00150	0.22120
0.02720	0.38590
0.02280	0.42170
0.01360	0.46060
0.08140	0.51440
0.09710	0.38450
0.02160	0.42170
0.00770	1.19620
0.08480	0.59190
0.00150	0.52390
0.02050	0.71670
0.38190	0.60970
0.04720	0.59890
0.04640	0.38810
0.02570	0.62180
0.04080	0.36880
0.00000	0.18420
0.00000	0.34550
0.06460	0.40060
0.10750	0.53230
0.00770	0.32730
0.12840	0.45830
0.15640	0.58870
0.00000	0.45400
0.03230	0.42310
0.04100	0.83290
0.00760	0.52010
0.15220	0.60040
0.01590	0.48460
0.03940	0.49840
0.11240	0.49700
0.15410	0.89370
0.01070	0.64830
0.04760	0.61180
0.15140	0.53950
0.14290	0.61800
0.16950	0.70820
0.10080	0.59110
0.03390	0.54820
0.03100	0.50950
0.02520	0.42020
0.00240	0.30220
0.12790	0.78470
0.12000	0.67560
0.00300	0.28810
0.04900	0.41640
0.07800	0.40350
0.19730	0.48180
0.03660	0.56550
0.03660	0.56550
0.08880	0.52890
0.05680	0.50630
0.11660	0.45050
0.02660	0.42470
0.05040	0.56400
0.01160	0.35460
0.09950	0.62100
0.02410	0.44730
0.00230	0.46060
0.01180	0.17300
0.04500	0.47690
0.01570	0.45180
0.02420	0.46540
0.01880	0.59960
0.00740	0.32410
0.00430	0.72270
0.07450	0.57500
0.05530	0.64480
0.01110	0.11980
0.03970	0.61420
0.14820	0.54090
0.04840	0.41510
0.05160	0.74490
0.00690	0.66210
0.08180	0.52530
0.00180	0.33600
0.03170	0.91650
0.09630	0.63070
0.05280	0.59910
0.00760	0.26630
0.00000	0.57330
0.08710	0.55280
0.08760	0.44760
0.03290	0.50080
0.14310	0.67140
0.02160	0.50940
0.22550	0.61230
0.03360	0.41810
0.18160	0.65460
0.01900	0.46710
0.00770	0.64970
0.09900	0.65900
0.00000	0.56660
0.06650	0.81380
0.23050	0.60330
0.07350	0.50360
0.02840	0.88150
0.03950	0.51160
0.12930	1.42900
0.03890	0.31390
0.04590	0.61240
0.15350	0.98560
0.08080	0.42450
0.02660	0.38330
0.26820	0.48950
0.04150	0.55680
0.09940	0.49610
0.01580	0.36730
0.02820	0.43730
0.13450	0.46700
0.01770	0.34900
0.05540	0.46430
0.02190	0.45990
0.07870	0.56440
0.06430	0.52300
0.03420	0.70180
0.00450	0.26990
0.02090	0.24830
0.04120	0.60100
0.04440	0.43860
0.01260	0.55310
0.05370	0.71200
0.01620	0.39390
0.01420	0.40490
0.01130	0.24560
0.02210	0.91980
0.14170	0.51020
0.02310	0.69640
0.04490	0.37360
0.05150	0.59440
0.02110	0.38360
0.00200	0.56150
0.00200	0.56150
0.02090	0.32410
0.05910	0.44560
0.04150	0.66680
0.00390	0.25750
0.05160	0.83400
0.04810	0.47480
0.06460	0.41580
0.00470	0.47760
0.05180	0.52220
0.04320	0.62640
0.02530	0.25600
0.02300	0.30900
0.01720	0.36540
0.01520	0.39570
0.01400	0.27980
0.02780	0.37710
0.11600	0.67330
0.06990	0.58080
0.03330	0.41850
0.00830	0.70700
0.03830	0.33260
0.01940	0.60680
0.01770	0.39290
0.19030	0.88130
0.03000	0.62870
0.06980	0.40070
0.06780	0.44140
0.00520	0.47680
0.26410	0.72170
0.02860	1.08190
0.03000	0.55240
0.03090	0.60250
0.02130	0.54190
0.06120	0.40480
0.04820	0.44940
0.12070	0.66570
0.00590	0.31330
0.04780	0.55340
0.04640	0.53680
0.09730	0.51610
0.07960	0.56730
0.06130	0.52240
0.06890	0.53900
0.07700	0.45020
0.06540	0.62190
0.07180	0.65910
0.01270	0.56960
0.01260	0.68470
0.02650	0.72360
0.01990	0.67970
0.03120	0.75590
0.06130	0.64590
0.02460	1.31930
0.04840	1.27380
0.02110	0.48730
0.08220	1.14850
0.11230	1.26240
0.03930	0.90960
0.10310	1.43410
0.02520	0.48840
0.02950	0.99180
0.04820	0.65910
0.08540	0.70260
0.10410	0.83550
0.04570	0.50550
0.00210	0.41860
0.00420	0.29820
0.04510	0.66050
0.05100	0.42730
0.01010	0.42700
0.02000	0.88480
0.04690	0.64990
0.00500	0.45400
0.10180	0.65790
0.01340	0.34880
0.01580	0.50490
0.03360	0.62120
0.01080	0.26590
0.08420	0.65930
0.09320	0.36970
0.08730	0.48500
0.00080	0.40570
0.04780	0.55080
0.01810	0.34830
0.03650	0.71700
0.06210	0.62290
0.00580	0.42460
0.16080	0.57430
0.00730	0.27710
0.02550	0.63350
0.06860	0.46960
0.08050	0.64220
0.01450	0.54470
0.12410	0.54830
0.01180	0.47600
0.11430	0.50660
0.15090	0.60250
0.01050	1.17560
0.13530	1.19730
0.05400	1.14530
0.00330	0.92170
0.01440	0.79700
0.00110	0.56990
0.40720	5.67620
0.10720	0.80600
0.05690	0.67680
0.09760	0.73870
0.01580	0.81940
0.02840	0.54720
0.21910	1.01190
0.14400	1.20310
0.00400	0.43860
0.04130	1.09260
0.02960	0.58590
0.23520	0.44180
0.00670	0.38220
0.11840	0.38670
0.05140	0.67640
0.04590	0.27800
0.06420	0.58890
0.05200	0.44220
0.03930	0.55210
0.00100	1.01040
0.03080	0.41150
0.02190	0.49240
0.08310	5.05100
0.02670	1.05250
0.07520	2.20220
0.02890	0.92060
0.04330	1.68470
0.05670	1.69060
0.10460	0.78390
0.02500	1.28990
0.09800	1.49690
0.03980	1.46100
0.09250	1.05030
0.08220	0.59670
0.31290	1.01730
0.23470	2.19630
0.24910	0.96560
0.21800	0.80200
0.34960	1.17880
0.13140	0.65590
0.05420	1.03640
0.39880	1.12760
0.10950	0.45550
0.04590	0.81220
0.10020	0.93060
0.04870	0.60010
0.00920	0.71660
0.02520	0.60740
0.00860	0.90880
0.03850	0.92080
0.03160	0.58750
0.09860	0.75930
0.02800	0.71550
0.01980	0.72540
0.10230	0.77170
0.03070	1.27750
0.09200	2.13570
0.01010	0.56140
0.01910	1.12170
0.04220	0.43290
0.00000	0.92120
0.05680	0.82890
0.02220	0.70340
0.04360	1.01810
0.03360	0.91750
0.02700	0.55090
0.02480	1.68690
0.03630	0.52500
0.03130	0.59720
0.01810	0.55070
0.00520	0.41520
0.00000	0.44760
0.11150	0.45150
0.04730	0.91590
0.01930	0.56650
0.01380	0.53630
0.00700	0.25580
0.00000	0.62590
0.00980	0.93910
0.00000	0.18740
0.01050	0.17110
0.00910	0.47880
0.00810	0.26810
0.00000	0.25050
0.06430	0.59010
0.01700	0.42630
0.04280	0.53820
0.04250	0.40690
0.17420	0.63930
0.05380	0.37160
0.00000	0.46330
0.08760	0.57120
0.01060	0.31970
0.01400	0.36840
0.07220	0.42240
0.12800	0.38270
0.02130	0.34460
0.01770	0.25360
0.03370	0.36710
0.07790	0.44550
0.06410	0.56780
0.13390	0.55610
0.02430	0.26840
0.21570	0.68460
0.08940	0.42450
0.00250	0.41280
0.07400	0.45280
0.09320	0.48620
0.00990	0.26400
0.04060	0.41130
0.10980	0.71870
0.07650	0.39310
0.13190	0.45930
0.00710	0.31220
0.05010	0.48860
0.02670	0.70130
0.08980	0.58190
0.06830	0.54560
0.07030	0.55740
0.03640	0.32900
0.00750	0.14600
0.11600	0.49220
0.04210	0.33310
0.03300	0.36620
0.02520	0.41670
0.10040	0.37220
0.03470	0.64810
0.04660	0.52180
0.01310	0.52490
0.11670	0.47570
0.08250	0.58470
0.03840	0.41050
0.09620	0.63220
0.18820	0.85290
0.01090	0.41820
0.07740	0.63450
0.00920	0.19050
0.03290	0.55900
0.10430	0.41140
0.02110	0.41230
0.00720	0.27780
0.00000	0.37720
0.02560	0.61560
0.00590	0.39800
0.00120	1.15750
0.01730	0.82070
0.02450	0.86200
0.07210	0.34140
0.12770	0.84650
0.19820	1.04270
0.03690	0.54700
0.06840	0.44830
0.22840	0.75560
0.08550	0.70200
0.17470	0.62030
0.02620	0.42120
0.00000	0.52710
0.22140	0.83380
0.22870	1.89910
0.11320	1.14370
0.03690	0.75250
0.01780	0.74610
0.03780	0.65820
0.11460	0.74220
0.08510	0.68960
0.04740	0.62860
0.00230	0.53730
0.04350	0.65480
0.00000	0.59670
0.02050	0.38890
0.05950	0.41710
0.00000	0.49600
0.00280	0.45750
0.03710	0.28920
0.14770	0.42030
0.00000	0.62790
0.00000	0.62790
0.02510	0.50730
0.00150	0.51990
0.11310	0.67280
0.00230	0.49400
0.20160	0.49150
0.02260	1.20460
0.10060	0.42880
0.05180	0.37470
0.05450	0.57130
0.01580	0.34110
0.00090	0.90050
0.00780	0.20560
0.02360	0.42640
0.01210	0.46860
0.11690	0.61130
0.13840	0.57380
0.07430	0.43110
0.09930	0.71440
0.00830	0.49230
0.09610	0.37810
0.00510	0.44380
0.00160	0.31030
0.16540	0.59550
0.01350	0.58350
0.01030	0.55710
0.02580	0.59620
0.03020	0.71560
0.15070	0.86940
0.07170	0.66130
0.20100	1.03050
0.01680	0.42020
0.02810	0.80760
0.00000	0.65910
0.07100	0.55160
0.00300	0.36710
0.04890	0.64710
0.06860	0.55580
0.12780	0.55710
0.04240	0.35780
0.01150	0.37700
0.04490	0.65110
0.03320	0.43210
0.04090	0.54160
0.05880	0.51550
0.06260	0.47140
0.06910	0.59190
0.04810	0.37370
0.06550	0.47020
0.01590	0.34990
0.01310	0.37610
0.06860	0.43860
0.10980	1.00710
0.01110	0.50940
0.17160	1.29870
0.02840	0.80530
0.03070	0.77750
0.01740	0.75170
0.00590	0.46480
0.00340	0.68080
0.07770	0.81290
0.01080	0.39870
0.00000	0.30970
0.02000	0.58260
0.02060	0.35580
0.04850	0.47070
0.02130	0.24600
0.00220	0.36020
0.06080	0.59910
0.05720	0.52680
0.03780	0.42070
0.01410	0.41330
0.00490	0.61240
0.03510	0.65910
0.03030	0.46570
0.08860	0.64750
0.02870	0.65750
0.05690	0.63190
0.01020	0.76700
0.06570	0.61020
0.04800	0.68900
0.08180	0.61320
0.06280	0.60110
0.00000	0.59720
0.02690	0.53160
0.09240	0.86910
0.08770	0.36860
0.04000	0.41260
0.12230	0.74260
0.15440	0.51710
0.08770	0.45420
0.12130	0.67670
0.07540	0.46890
0.06250	0.57200
0.02800	0.59440
0.02800	0.59440
0.02830	0.57830
0.02800	0.59440
0.04800	0.75470
0.01750	0.22660
0.02590	0.31610
0.00520	0.91520
0.23420	1.26790
0.01900	0.59190
0.02390	0.76730
0.02360	0.56360
0.02500	0.89830
0.56600	1.87870
0.05680	0.71980
0.06560	0.63480
0.01780	0.40510
0.01780	0.40510
0.03380	0.76560
0.04070	0.59010
0.04510	0.39400
0.00300	0.29630
0.19100	1.04470
0.00220	0.32640
0.02780	0.33490
0.00600	0.47170
0.23100	0.47930
0.13090	0.48130
0.02150	0.27300
0.02230	0.39500
0.00400	0.33810
0.14630	0.65930
0.00180	0.36890
0.00830	0.31540
0.00000	0.35070
0.00150	0.35810
0.00690	0.39930
0.31650	0.66400
0.06130	0.85240
0.07430	0.53600
0.01790	0.49170
0.00210	0.57960
0.00210	0.57960
0.00560	0.51480
0.01930	0.38790
0.00450	0.35540
0.02420	0.90690
0.04240	0.62810
0.02140	0.44070
0.07590	0.58620
0.15000	0.58670
0.00350	0.31660
0.07530	0.47780
0.06050	0.43540
0.22520	0.43090
0.01500	0.64220
0.04390	0.26610
0.00730	0.45710
0.01340	0.51350
0.08020	0.43610
0.09860	0.78750
0.03810	0.40720
0.05070	0.42520
0.09190	0.55170
0.05610	0.73970
0.03520	0.67580
0.00830	0.35450
0.07260	0.64870
0.03570	0.51740
0.08870	0.34490
0.05870	0.44490
0.17870	0.67550
0.03380	0.74820
0.00340	0.63120
0.15110	0.73880
0.19300	1.58090
0.15670	1.32020
0.02440	0.58890
0.20490	0.79080
0.00180	0.70850
0.00710	0.71930
0.02350	0.62140
0.07480	0.81170
0.05690	1.35650
0.08730	1.20510
0.02440	0.74370
0.20640	0.64010
0.01310	0.64040
0.01600	0.51960
0.03460	0.84690
0.06280	0.74350
0.09090	0.70210
0.15460	0.71860
0.14160	1.07460
0.19390	0.66790
0.24990	0.83170
0.03950	1.05480
0.03490	1.18150
0.05320	0.17360
0.13890	0.89890
0.01280	0.70300
0.06500	0.54380
0.05790	0.61690
0.00950	0.57810
0.01500	0.37290
0.00090	0.27080
0.01180	0.31890
0.03930	0.56940
0.02730	0.63030
0.02280	0.36780
0.00410	0.36740
0.09480	0.97560
0.17540	0.88780
0.14110	0.40320
0.11090	0.57250
0.03450	0.67720
0.04370	0.44830
0.02580	0.43660
0.13670	0.45370
0.11130	0.42980
0.04530	0.74750
0.00250	0.40460
0.18230	0.62320
0.01020	0.70440
0.03220	0.50540
0.03630	0.43420
0.00190	0.26420
0.01470	0.25650
0.02900	0.49430
0.14580	0.60680
0.02320	1.02150
0.03600	0.76820
0.01530	0.38920
0.03230	0.40860
0.00190	0.47990
0.04190	0.56370
0.00280	0.38540
0.03930	0.54220
0.08360	0.59130
0.00720	0.37060
0.03800	0.46200
0.03660	0.46830
0.00620	0.24290
0.02090	0.55880
0.00850	0.30720
0.02300	0.41130
0.17530	0.52090
0.02060	0.60380
0.04670	0.46170
0.01340	0.49590
0.05900	0.40010
0.18560	0.43250
0.02570	0.47610
0.03090	0.56700
0.09160	0.86450
0.09750	0.41710
0.11310	0.57260
0.03820	0.86830
0.09100	0.64170
0.05970	0.64000
0.01050	0.37360
0.01050	0.37360
0.07690	0.66840
0.01940	0.82260
0.00060	0.61230
0.03710	0.48860
0.05430	0.50980
0.02660	0.43780
0.27370	0.86630
0.03930	0.52440
0.09910	0.39600
0.03950	0.57970
0.00390	0.53890
0.06420	0.54960
0.04530	0.53810
0.05650	0.90410
0.13430	0.45560
0.01050	0.50050
0.01050	0.50050
0.01460	0.54820
0.05540	0.46470
0.02080	0.67570
0.00780	0.61420
0.14260	1.18160
0.08170	0.96570
0.00090	0.90820
0.00610	0.57930
0.21640	0.67850
0.08720	0.45710
0.01200	0.19540
0.04090	0.74110
0.10690	0.70450
0.03790	0.64220
0.02560	0.48000
0.09620	0.95310
0.09620	0.95310
0.02400	0.61110
0.12480	0.96790
0.01080	0.39420
0.02350	0.47530
0.01320	0.41860
0.04400	0.45980
0.05660	0.51690
0.10490	0.47880
0.00370	0.51960
0.03190	0.51000
0.03920	0.74270
0.10500	0.81770
0.01730	0.56350
0.08070	0.47530
0.02070	0.42620
0.07870	0.54140
0.05190	0.59260
0.03060	0.39380
0.00340	0.25140
0.08090	0.43330
0.18040	1.19800
0.00530	0.30740
0.09270	0.49240
0.01230	0.55250
0.02260	0.28080
0.64700	1.20650
0.00330	0.31250
0.16610	0.60140
0.06640	0.48810
0.02030	0.50690
0.00730	0.52080
0.09140	1.12090
0.02310	0.31040
0.01030	0.47570
0.45770	0.73350
0.00140	0.19090
0.02370	0.98680
0.05290	0.57880
0.01350	0.60730
0.01430	0.25510
0.03190	0.48010
0.09920	0.52770
0.00970	0.30650
0.04440	0.77360
0.04390	0.68820
0.01620	0.49320
0.11460	0.51340
0.09380	0.37550
0.03960	0.46790
0.20170	0.57270
0.01090	0.42840
0.08120	0.82480
0.02060	0.37120
0.02870	0.39150
0.06780	0.48260
0.18290	0.58960
0.00370	0.31290
0.01550	0.37610
0.00140	0.25680
0.01840	0.38940
0.04010	0.44910
0.04450	0.49810
0.06290	0.85600
0.03310	0.45900
0.14960	114.26050
0.02970	0.31350
0.00000	0.20600
0.04570	0.35680
0.08930	0.55780
0.02220	1.02020
0.03040	0.70250
0.00860	0.31950
0.04730	0.66680
0.04950	0.47120
0.01860	0.72300
0.16590	0.38310
0.05060	0.30960
0.00100	0.16750
0.00740	0.60320
0.05080	0.46590
0.08880	0.30050
0.03490	0.45170
0.06970	0.84850
0.11120	0.44840
0.05300	0.58190
0.30620	0.78590
0.18160	0.59060
0.06170	0.51350
0.04740	1.23210
0.00140	0.55380
0.02120	0.09300
0.13020	0.74140
0.00000	0.38550
0.10290	0.59970
0.09650	0.26550
0.01890	0.48040
0.15350	0.63350
0.08600	0.47700
0.03610	0.76100
0.01730	0.39090
0.11420	0.41820
0.01650	0.57550
0.08820	0.58460
0.16330	0.69950
0.06350	0.69750
0.03800	0.33070
0.13270	0.51520
0.05490	0.79060
0.01970	0.24790
0.00890	0.51410
0.01670	0.38630
0.18220	0.84520
0.05860	0.42120
0.06260	0.62620
0.01150	0.32720
0.03070	0.59690
0.04420	0.49230
0.00000	0.52920
0.30640	0.87340
0.07770	0.57280
0.31140	0.98840
0.16670	0.59170
0.06130	0.49950
0.00320	0.69060
0.03370	0.48750
0.05830	0.55280
0.10500	0.45200
0.00960	0.53430
0.01400	0.42170
0.00000	0.42390
0.10470	0.54890
0.01420	0.38000
0.05060	0.37090
0.01960	0.46780
0.07750	0.53550
0.00120	0.29340
0.04640	0.36940
0.03520	0.53910
0.06870	0.34950
0.23260	0.74220
0.09250	0.48120
0.01800	0.60720
0.11200	0.80270
0.05390	0.35730
0.08280	2.77870
0.15820	0.54240
0.24390	0.69630
0.01260	0.47070
0.00000	0.27070
0.06770	0.54030
0.08040	0.38270
