dN	dS
0.18230	0.70410
0.00590	0.98290
0.01700	0.49730
0.03200	1.54610
0.06910	0.71530
0.00100	0.66820
0.02190	0.78310
0.14860	0.91420
0.03900	0.49260
0.00360	0.35520
0.04030	0.19710
0.21310	0.49420
0.05100	0.47130
0.02160	0.47770
0.00950	0.37020
0.09990	0.74890
0.16070	0.46010
0.16340	0.44430
0.00360	0.88390
0.04590	0.63050
0.06580	0.62990
0.04310	0.45230
0.01410	0.54230
0.00750	0.14600
0.06420	0.44360
0.07190	0.45310
0.05340	0.67990
0.04110	0.58210
0.03550	0.48740
0.10530	0.63800
0.09180	0.54520
0.00140	0.39920
0.04380	0.88620
0.00000	0.21300
0.01040	0.39610
0.16970	0.84060
0.28730	1.01310
0.31810	0.98960
0.30880	1.00300
0.20160	1.03350
0.05040	0.73140
0.01900	0.97860
0.05700	0.58060
0.05250	0.53550
0.01660	0.64850
0.02770	0.99690
0.00140	0.40150
0.02220	0.44650
0.00240	0.54870
0.02680	0.48550
0.08820	0.83370
0.11960	0.37650
0.01380	0.38010
0.36130	2.12950
0.20230	0.48990
0.05060	0.38010
0.12940	0.76280
0.05160	0.74490
0.22980	1.35690
0.01240	0.60800
0.00890	0.12020
0.02550	0.36530
0.07220	0.73440
0.00340	0.48680
0.02220	0.45930
0.02680	0.39020
0.07720	0.40440
0.07930	0.40110
0.11890	0.52970
0.01720	0.51710
0.04180	0.48300
0.08220	0.44980
0.13650	0.53110
0.05590	1.25720
0.10360	0.48970
0.32150	1.30670
0.04680	0.51730
0.02270	0.85550
0.01260	0.48580
0.70160	1.30550
0.42690	0.66030
0.00240	0.43740
0.03100	0.88150
0.06780	1.44070
0.33800	0.82050
0.48370	1.06580
0.01400	0.34420
0.06820	0.55450
0.01990	0.58650
0.27390	1.01090
0.25470	0.65710
0.08500	0.52250
0.05140	0.29500
0.04410	0.66710
0.10710	0.69350
0.23800	3.61850
0.00220	0.33890
0.28620	0.65380
0.04230	0.31070
0.01780	0.49380
0.03580	0.46590
0.03930	0.69570
0.27610	0.59750
0.00910	9.09600
0.14420	0.75390
0.04220	0.42900
0.00150	0.25980
0.10340	0.58320
0.08680	1.32280
0.24650	0.49900
0.00050	0.53140
0.06930	0.45480
0.01040	0.58580
0.07710	0.62730
0.00730	0.41940
0.14480	0.74320
0.08500	0.53020
0.08330	0.87960
0.04890	0.45380
0.14980	1.01710
0.01340	0.50840
0.15430	0.61370
0.01530	0.37450
0.09100	0.46010
0.04300	0.61390
0.06330	0.29830
0.02140	0.34870
0.01100	0.78430
0.17400	0.57090
0.14620	0.77010
0.03420	0.81310
0.10110	1.23330
0.24320	1.11120
0.11430	0.63580
0.03290	0.38230
0.05940	0.71000
0.24510	0.60000
0.09990	1.13740
0.05830	0.54300
0.13910	0.98610
0.00370	1.08140
0.35120	1.43280
0.37870	1.12640
0.03140	0.82220
0.03870	0.64970
0.04470	0.27490
0.03180	0.66770
0.02730	0.54350
0.03890	0.31390
0.02000	0.58260
0.02170	0.43330
0.03990	0.62360
0.00800	0.55910
0.03100	0.55680
0.12420	0.84880
0.01520	0.50280
0.00500	0.52360
0.04150	0.49870
0.11310	0.67280
0.26650	1.11670
0.02350	0.41450
0.15820	0.44770
0.01340	0.51350
0.03280	0.52260
0.05880	0.51550
0.14840	0.79440
0.24210	0.61580
0.11150	0.56380
0.05940	0.68710
0.21910	0.63860
0.05450	0.60920
0.01750	0.58740
0.17290	0.82860
0.23410	2.00470
0.12800	0.58090
0.39080	1.23490
0.12330	1.30230
0.02010	0.45110
0.03390	0.30380
0.21940	0.83850
0.08560	0.62680
0.09740	0.49230
0.14070	0.75280
0.36270	2.08050
0.27740	2.28880
0.08860	0.73210
0.17820	0.69140
0.32710	1.14710
0.00240	0.30220
0.19370	0.76160
0.10060	0.58240
0.03000	0.29860
0.29790	1.03530
0.04620	0.56560
0.00320	0.50450
0.01450	0.54470
0.12370	1.26350
0.06780	0.46170
0.10350	0.90760
0.02840	0.39330
0.08490	0.51130
0.01600	0.61980
0.02170	0.42950
0.31140	0.98840
0.07910	0.46440
0.00850	0.61740
0.08340	0.51800
0.05100	0.56810
0.03900	0.55030
0.00500	0.44040
0.01040	0.29410
0.09410	0.76690
0.07530	0.50250
0.02220	0.76580
0.02910	0.42880
0.22230	1.12670
0.00380	0.29210
0.22130	0.72300
0.24440	0.70140
0.25030	0.62460
0.18710	0.82130
0.01990	0.16690
0.08180	0.56900
0.11610	1.45160
0.05860	0.92510
0.06420	0.58890
0.00430	0.07480
0.09010	0.49110
0.04620	0.76930
0.03870	0.71970
0.07620	0.68500
0.18170	0.61890
0.03090	0.76710
0.02660	0.36760
0.08140	0.82660
0.14430	1.35170
0.23710	0.59310
0.06460	0.55350
0.29280	0.64080
0.09710	0.62790
0.01620	0.80400
0.04780	0.67200
0.10610	0.94570
0.19360	0.49180
0.84430	5.66190
0.36590	0.73020
0.13570	0.93020
0.04410	0.40890
0.03780	0.51000
0.07570	0.39230
0.09520	1.24290
0.02320	0.58100
0.03180	0.67500
0.20620	0.76960
0.04500	0.66520
0.01180	0.38990
0.10680	0.33960
0.10680	0.51180
0.27800	0.74840
0.05600	0.83520
0.11830	1.08280
0.05000	0.14520
0.04460	0.96970
0.04140	0.51520
0.05600	0.90690
0.09630	0.58340
0.28410	1.15600
0.00450	0.32060
0.12220	1.37540
0.04330	0.79640
0.08270	0.86550
0.05370	1.01080
0.17080	0.46290
0.01130	0.80520
0.01340	0.35470
0.02050	0.71670
0.04760	0.61180
0.02300	0.41130
0.18040	1.19800
0.10700	0.41250
0.01820	0.43070
0.00430	0.34930
0.01490	0.60250
0.06530	0.94670
0.02160	0.41990
0.11030	0.58590
0.00620	0.37580
0.01480	0.51560
0.00960	0.91370
0.16820	0.92340
0.14380	0.59370
0.06780	0.53480
0.07300	0.66930
0.04660	0.40160
0.00900	0.66650
0.00640	0.59130
0.10830	0.79350
0.06120	0.42860
0.12990	0.77670
0.02570	0.81520
0.02780	0.48830
0.43520	0.86470
0.03870	0.38020
0.04450	0.39880
0.01970	0.55150
0.02690	0.43230
0.18560	1.24980
0.29730	0.84910
0.22640	0.64090
0.04980	0.69130
0.00200	0.56150
0.00200	0.56150
0.16120	0.51330
0.08970	1.34380
0.00250	0.41330
0.03990	0.28940
0.02260	0.56900
0.04770	0.57260
0.10740	0.68710
0.02070	0.49240
0.00810	0.49030
0.02810	0.43520
0.02170	0.55990
0.06810	0.52160
0.25100	0.50780
0.06260	0.55690
0.10160	0.73190
0.06330	0.45220
0.03520	0.56750
0.25170	0.87460
0.12710	1.02100
0.01340	0.98750
0.06470	0.51830
0.03600	0.53090
0.04340	1.19600
0.04830	0.39520
0.10260	0.94530
0.05570	0.79750
0.04490	0.41850
0.09900	0.61660
0.16760	0.63020
0.08800	0.38080
0.09630	0.50490
0.08110	0.52450
0.11130	0.42980
0.02140	0.56670
0.19230	0.57890
0.01280	0.42690
0.14050	0.79800
0.05250	1.25650
0.02710	0.63630
0.56010	1.03420
0.64510	1.01530
0.28770	0.60570
0.10960	1.12300
0.09590	0.65280
0.01630	0.57440
0.03010	0.60850
0.00580	0.43690
0.04190	0.45720
0.10000	0.39310
0.02560	0.75160
0.07280	0.56410
0.15090	0.60250
0.04510	0.63520
0.03900	0.99730
0.03090	0.72850
0.12360	0.68720
0.18510	2.04220
0.24160	0.56390
0.39730	1.41630
0.03780	0.42070
0.14340	1.20880
0.03580	0.86410
0.03820	0.51430
0.05720	0.72410
0.33450	0.82570
0.23980	0.80700
0.00620	0.24290
0.05690	0.66470
0.13190	0.45930
0.11160	0.53610
0.02590	0.32350
0.08160	0.52210
0.11300	0.42410
0.06410	0.70720
0.13660	0.62920
0.10380	0.41450
0.26800	2.05320
0.02830	1.39080
0.05240	1.36950
0.19400	0.59790
0.25810	0.75950
0.06460	0.61990
0.07850	0.63760
0.02210	0.59490
0.00720	0.64380
0.19090	1.01110
0.04590	0.39400
0.16470	0.92470
0.18010	0.67740
0.19030	0.70890
0.19530	0.74660
0.12930	1.06170
0.04440	0.57590
0.02690	0.62930
0.03760	0.65940
0.14190	0.55000
0.03250	0.44680
0.31570	2.10530
0.13700	0.33260
0.58770	1.67430
0.33480	0.78550
0.40760	1.01350
0.56450	1.02960
0.77300	1.48680
0.09170	0.57410
0.02370	0.65760
0.09460	0.84070
0.05210	0.70310
0.10560	0.39850
0.03680	1.16650
0.09430	0.54900
0.02390	0.35220
0.03010	0.60280
0.02270	0.35520
0.02380	0.65540
0.01330	0.35610
0.17480	0.87680
0.05450	0.68370
0.54960	1.62660
0.58150	1.71850
0.63450	1.56180
0.63080	1.32250
0.55300	2.42360
0.55090	1.36790
0.58910	1.50520
0.55590	1.29410
0.53450	1.33560
0.60930	1.22840
0.59410	1.75170
0.60160	1.63040
0.62430	1.72820
0.56980	1.12800
0.63110	1.59360
0.57180	1.70670
0.09420	0.63570
0.09620	0.95310
0.09620	0.95310
0.23600	0.93120
0.03270	1.12690
0.17080	1.43020
0.29800	0.74730
0.01940	0.59510
0.05080	0.57480
0.17740	0.49890
0.06950	1.24000
0.00870	0.53370
0.02000	0.66790
0.09540	0.56850
0.10150	0.60040
0.01750	0.64940
0.13100	0.45970
0.10410	0.57540
0.57070	2.70440
0.11270	0.46030
0.02560	0.41440
0.03220	0.56930
0.02540	0.95540
0.10820	0.99180
0.04630	0.57220
0.43580	0.47290
0.10870	0.51250
0.01540	0.59560
0.08380	0.53570
0.11810	0.65720
0.07230	0.95000
0.04920	0.55630
0.01350	0.81710
0.06670	0.47140
0.06180	0.92210
0.09380	0.37550
0.07320	0.52760
0.00600	0.41740
0.09760	0.40510
0.04490	0.73640
0.06490	0.66790
0.05280	0.65240
0.08810	0.86540
0.00540	1.00730
0.04290	0.50870
0.02850	0.43160
0.02860	0.41940
0.14330	0.47190
0.15070	0.47530
0.02680	0.24920
0.02120	0.80650
0.03420	0.52480
0.02550	0.32760
0.56130	1.17710
0.08370	0.76920
0.11900	0.62500
0.02580	0.54970
0.06000	0.48300
0.01960	0.60190
0.03290	0.44060
0.11320	0.86920
0.05890	0.59260
0.09350	0.54670
0.00280	0.36290
0.01770	0.62370
0.01370	0.46910
0.03580	0.47640
0.07290	0.78800
0.05580	0.65490
0.13000	0.67280
0.22490	0.61360
0.24090	0.54980
0.27180	0.47630
0.24190	0.49610
0.24160	0.60550
0.23640	0.57810
0.28010	0.66170
0.29290	0.73630
0.26770	0.49910
0.18170	0.72500
0.14810	0.58120
0.40150	0.82410
0.01270	0.49720
0.09060	0.45600
0.12950	0.72690
0.15030	0.73970
0.15100	0.79830
0.14060	0.76210
0.13140	0.93840
0.12880	0.66210
0.08660	0.37190
0.02170	0.38540
0.00000	0.29550
0.00140	0.55380
0.14220	0.84690
0.02900	0.34870
0.09530	0.83480
0.12230	0.65150
0.02130	0.57090
0.15410	0.64260
0.19900	0.54840
0.78270	23.83740
0.06730	0.54840
0.03010	0.80690
0.12760	0.72990
0.11030	0.73710
0.09130	0.43040
0.01170	0.69460
0.31070	0.66770
0.12000	0.82720
0.24460	0.81160
0.25690	0.75480
0.24420	0.82320
0.23200	0.80840
0.23650	0.84640
0.22530	0.77610
0.21750	0.88280
0.25360	0.77120
0.03010	0.39800
0.40990	1.04450
0.10150	0.67440
0.04570	0.50550
0.03700	0.62500
0.17880	0.96760
0.02250	0.44720
0.08500	0.99110
0.31020	0.86550
0.28440	0.81100
0.30880	0.75870
0.06030	0.49230
0.07140	1.14600
0.21950	0.75250
0.07880	1.02760
0.05930	1.00830
0.11820	0.55260
0.58270	1.42630
0.75110	3.16150
0.75980	1.71660
0.64380	1.19150
0.75500	3.26690
0.60060	1.30530
0.75120	3.16590
0.75120	3.16590
0.60820	1.48920
0.62740	1.39710
0.05090	0.46660
0.41360	1.01320
0.05540	0.90420
0.15080	0.51730
0.00670	0.19260
0.01030	0.57140
0.02450	0.79550
0.09220	0.57200
0.01350	0.60730
0.00110	0.18240
0.00090	0.91230
0.10990	0.73320
0.03360	0.38040
0.07110	0.79330
0.32840	1.03950
0.00900	0.47930
0.22030	92.17380
0.18600	0.68140
0.22890	0.68820
0.20540	0.51960
0.03270	0.85250
0.04540	0.48780
0.11070	0.75590
0.21470	0.56960
0.04190	0.47110
0.02520	0.49690
0.04550	0.45880
0.01600	0.46170
0.16840	0.78420
0.24850	1.92340
0.00690	0.79670
0.07470	0.36690
0.00950	0.52490
0.08220	1.14850
0.11230	1.26240
0.11250	1.42130
0.02650	0.58320
0.00070	0.70720
0.00000	0.41000
0.19550	0.65570
0.06870	0.46190
0.01240	0.55380
0.05660	0.54110
0.00270	0.31530
0.06890	0.51160
0.00830	0.51360
0.45650	1.09700
0.03050	0.40020
0.03200	0.52570
0.10890	0.41870
0.05170	0.94760
0.11370	0.46720
0.03250	0.73820
0.15790	0.63720
0.00100	0.34860
0.06820	0.49350
0.25010	0.97980
0.23630	1.34690
0.06180	0.82500
0.23480	0.74850
0.05260	0.46340
0.06200	0.59810
0.03890	0.48440
0.01430	0.25510
0.02070	0.39390
0.19510	0.57360
0.19030	0.88130
0.41640	1.03760
0.34520	0.62050
0.12740	0.79530
0.03200	0.55020
0.04000	1.01870
0.20320	0.60960
0.02010	0.61750
0.03300	0.72540
0.06350	0.41340
0.00080	0.78500
0.00460	1.10030
0.02990	0.77520
0.00040	0.38650
0.04430	0.64740
0.07570	2.01090
0.04370	0.44830
0.09080	0.80360
0.15560	0.62220
0.04530	0.46630
0.12110	0.59790
0.00930	0.56520
0.18070	0.89290
0.10320	0.81010
0.27940	0.49840
0.15140	1.03280
0.00810	0.31150
0.08540	0.76600
0.02860	0.62010
0.00210	0.57960
0.00210	0.57960
0.01980	0.96380
0.00240	0.38060
0.10270	0.61340
0.02440	0.61270
0.10480	0.46930
0.42690	0.82640
0.31800	0.75510
0.01950	0.45050
0.03400	0.64090
0.01400	0.64880
0.22030	0.84020
0.01300	0.45410
0.10950	0.90120
0.29940	0.63990
0.13750	0.60330
0.08720	2.48080
0.07330	0.79190
0.08210	1.99820
0.10380	1.06630
0.00530	0.36180
0.03110	0.48740
0.04440	0.86700
0.18000	0.51780
0.67210	2.07670
0.81960	3.84990
1.12390	8.38100
0.63060	1.84400
0.79550	4.15080
0.70530	1.75770
0.81740	3.67100
0.81970	3.80440
0.78410	3.18890
0.90720	1.71390
0.16190	0.70290
0.12050	0.83360
0.07890	0.62870
0.07740	0.58960
0.02030	0.83950
0.03370	0.37740
0.42660	1.49430
0.04640	0.72640
0.05750	0.86160
0.02840	0.42190
0.00450	0.26690
0.06660	0.46990
0.16420	0.47510
0.01990	0.61300
0.14350	0.83880
0.09190	0.70160
0.40710	2.36830
0.13670	0.57350
0.02910	0.61300
0.01180	0.17300
0.05640	0.40400
0.04130	0.53290
0.41040	1.04820
0.00310	0.51280
0.09510	0.47920
0.03430	1.47880
0.03200	0.42560
0.09710	0.60740
0.04770	1.19790
0.26250	0.74920
0.00000	0.29880
0.08460	0.74350
0.02530	0.69680
0.10960	0.58930
0.18990	0.60820
0.04790	0.40330
0.01670	1.01920
0.08710	0.71980
0.16240	0.76240
0.05150	0.55660
0.19970	0.68720
0.17580	0.59900
0.18830	0.86790
0.02030	0.75070
0.21810	0.50970
0.15640	0.60730
1.14900	5.39790
0.00630	0.53700
0.01170	0.44020
0.09660	1.07120
0.17810	0.53870
0.13150	0.62240
0.22900	1.02720
0.32160	0.74880
0.31940	0.99900
0.39690	1.06380
0.32510	1.02750
0.30520	0.95410
0.32010	0.93010
0.31630	0.88870
0.43820	1.16980
0.30730	0.76020
0.43730	1.16700
0.30540	0.95940
0.17180	0.61500
0.04280	0.43430
0.16760	0.62820
0.11020	0.55660
0.04830	1.21300
0.25810	0.49360
0.13290	0.55650
0.30060	0.63870
0.05530	0.78610
0.06920	0.88100
0.07850	0.80200
0.01980	0.45540
0.06250	0.57200
0.02540	0.91120
0.03430	0.28210
0.35470	0.77010
0.75140	1.12200
0.74080	1.13280
0.78680	0.94020
0.75140	1.12200
0.83140	1.29950
0.09050	0.53880
0.05090	0.39350
0.40750	0.52020
0.00560	0.35550
0.00300	0.68330
0.00000	0.43640
0.01550	0.49770
0.08280	0.56320
0.06510	0.85810
0.10750	0.69190
0.13650	0.66110
0.02640	0.60590
0.06950	0.51360
0.01900	0.65600
0.03670	0.28990
0.05650	0.65040
0.18710	0.57460
0.07700	0.64160
0.10330	0.55190
0.12340	0.61250
0.05310	0.91080
0.07300	0.32040
0.30660	0.82270
0.02660	0.92830
0.17840	0.77030
0.09210	0.82250
0.05020	0.72600
0.31070	0.75720
0.14640	0.69040
0.02780	0.40740
0.58990	2.86670
0.13660	1.14970
0.31850	0.54160
0.06050	0.43540
0.16970	0.76700
0.16610	0.76470
0.09020	0.64990
0.00630	0.59440
0.06630	0.57170
0.01350	0.58350
0.00760	0.39720
0.10260	0.44320
0.00000	0.60160
0.00000	0.58310
0.01900	0.49050
0.04840	0.78600
0.01750	0.29680
0.33620	0.65470
0.44500	1.01300
0.22980	0.98820
0.02820	0.86740
0.04960	1.05930
0.32520	0.72170
0.24150	0.58380
0.04800	0.60710
0.03700	0.51890
0.05400	0.59100
0.00000	0.29370
0.00000	0.29370
0.09160	0.47480
0.06270	0.80600
0.02130	0.51000
0.02580	0.59620
0.08520	1.11950
0.40750	0.52020
0.18720	1.07550
0.10820	0.46770
0.03540	0.54960
0.00270	0.30850
0.12250	0.78220
0.20890	0.79650
0.00610	0.39620
0.04870	0.47170
0.04440	0.56650
0.18860	0.97680
0.03500	0.56070
0.11010	0.82230
0.10580	0.45230
0.02220	1.00810
0.04060	0.48320
0.14370	0.66650
0.29450	0.67420
0.02630	0.37070
0.39380	0.97650
0.46500	0.82540
0.03600	0.75590
0.14000	0.67010
0.05010	0.71940
0.02110	0.56340
0.25280	0.59170
0.25960	0.60790
0.11380	0.40040
0.11200	0.60720
0.16810	0.47440
0.01190	0.48640
0.06920	0.37570
0.15640	1.49390
0.04480	0.40020
0.02390	0.61150
0.22210	0.72830
0.01630	0.53110
0.00240	1.34930
0.04310	0.47970
0.15530	0.57900
4.69640	9.16400
0.01570	0.30820
0.75360	1.78640
0.09050	0.96460
0.09050	0.96460
0.00000	0.31370
0.05000	0.64110
0.04090	0.34290
0.04430	0.54860
0.05230	0.47680
0.03380	0.77640
0.02970	0.31350
0.00240	0.57420
0.00370	0.56150
0.05340	0.87190
0.08110	0.48590
0.10300	0.62240
0.08270	0.71800
0.10500	0.46730
0.04810	0.38500
0.07380	0.58070
0.04910	0.47650
0.08500	0.75470
0.03510	0.28190
0.00820	0.25940
0.27540	0.70500
0.31960	0.41190
0.02230	0.39500
0.05660	1.01760
0.02670	0.38040
0.04760	1.22520
0.00000	0.19300
0.10590	1.20860
0.00040	0.36470
0.45770	0.73350
0.24970	0.77770
0.19100	1.04470
0.39160	1.22130
0.07480	1.15280
0.00060	0.59400
0.01130	0.53660
0.00310	0.56300
0.05690	0.82780
0.06590	0.57080
0.08110	0.64640
0.05530	0.50760
0.03250	0.43780
0.03470	0.31150
0.03310	0.58820
0.04330	0.51570
0.25720	0.60230
0.01780	0.52150
0.79650	1.40480
0.01400	0.42040
0.00350	0.21050
0.19530	1.07230
0.04620	0.52630
0.08370	0.76090
0.17420	0.72340
0.01620	0.49320
0.00660	0.34670
0.10760	0.77820
0.03340	1.30010
0.10660	0.97370
0.08620	0.44630
0.01960	0.40200
0.06660	0.39750
0.12150	0.43480
0.04290	0.51230
0.04790	0.69690
0.01310	0.26750
0.24450	0.47350
0.06410	0.43830
0.25110	0.68980
0.04130	0.69710
0.02070	0.38180
0.46090	1.44720
0.15530	0.76850
0.29980	0.67900
0.10970	0.92010
0.04070	0.43870
0.07590	0.45850
0.04610	1.16320
0.04910	0.35560
0.05250	0.64620
0.06280	0.47970
0.02660	0.32070
0.08470	0.41310
0.21370	0.62600
0.46950	0.63520
0.05760	0.39240
0.00580	0.21650
0.05480	1.02680
0.01770	0.58040
0.02740	0.93800
0.01230	0.55250
0.10040	0.68270
	
0.14770	0.49400
0.41710	0.59970
0.04500	0.58340
0.52170	1.10390
0.09310	0.56530
0.01970	0.24790
0.14640	1.79510
0.22550	2.51650
0.09640	0.83600
0.14000	0.59480
0.02190	0.34660
0.04810	0.53540
0.00750	0.51480
0.02870	0.60140
0.03200	0.87450
0.02030	0.41320
0.12820	1.02320
0.36470	1.68000
0.00900	0.27280
0.09650	0.40200
0.00170	0.33420
0.05790	0.42020
0.04000	0.61570
0.04820	0.59500
0.05610	0.77480
0.05670	0.65530
0.00410	0.36740
0.20610	0.74960
0.10420	0.44480
0.06200	0.70780
0.03590	0.51110
0.10340	0.56320
0.06830	0.79730
0.03960	0.78120
0.04120	0.60100
0.05410	0.91350
0.05970	0.85940
0.05850	0.36080
0.00760	0.41500
0.01030	0.30450
0.01320	0.70110
0.02100	0.72430
0.00000	0.19390
0.09770	1.10390
0.10050	0.48840
0.02440	0.34770
0.04370	0.80910
0.14520	0.45750
0.06530	0.67690
0.33900	1.31320
0.34000	1.37690
0.02100	0.50190
0.01840	0.28820
0.00220	0.55350
0.03140	0.56360
0.05140	0.52830
0.01260	0.64770
0.11650	0.80160
0.09320	0.36970
0.00390	0.40900
0.01390	0.45660
0.02950	0.58240
0.16180	0.78140
0.11300	1.12160
0.05980	0.67720
0.03000	0.67440
0.00000	0.35960
0.51530	1.07470
0.53390	1.09420
0.52350	1.12990
0.55090	0.95220
0.52830	1.11350
0.51940	1.12540
0.51290	1.12950
0.56660	1.38230
0.57790	1.11580
0.51840	1.13770
0.06590	0.50820
0.18750	0.55080
0.04030	0.46110
0.03440	0.34000
0.03470	1.01030
0.08490	0.55940
0.06380	0.56080
0.01200	0.25620
0.06310	0.41560
0.14170	0.72050
0.12240	0.46110
0.10520	0.56920
0.06380	0.55010
0.08640	0.77650
0.08600	1.21380
0.02490	0.57330
0.17910	0.68060
0.01610	0.26670
0.08540	0.33920
0.28760	1.44360
0.03490	1.18150
0.07800	0.80080
0.00840	0.67800
0.08290	0.62810
0.12010	0.66680
0.15690	0.64560
0.65990	1.66710
0.65990	1.66710
0.04720	0.59890
0.01830	0.72460
0.05000	0.86010
0.05330	0.49960
0.17920	0.54690
0.15670	1.32020
0.05780	1.17740
0.03460	0.72400
0.29460	0.96990
0.31050	2.85830
0.34130	61.68240
0.03740	0.90060
0.10930	0.91670
0.00570	0.51120
0.01610	0.28560
0.00000	1.02960
0.24090	0.59870
0.15220	0.60040
0.30380	0.51050
0.00500	0.42430
0.20900	0.97520
0.10890	0.90450
0.03540	0.61780
0.12250	0.89700
0.10510	0.55940
0.05800	0.52450
0.05500	0.52040
0.00000	0.35030
0.08060	0.82180
0.04390	0.54830
0.37700	1.25970
0.05930	0.60950
0.09090	0.66430
0.47540	0.85050
0.39500	1.02250
0.04430	0.28260
0.18000	1.57350
0.15730	0.67220
0.03200	0.73660
0.05240	0.51240
0.02860	0.30470
0.12840	0.78020
0.07300	0.70490
0.01060	0.44130
0.08540	0.79390
0.15700	0.61870
0.18420	0.91800
0.06040	0.76430
0.43850	1.51720
0.05330	0.57820
0.14320	0.72910
0.03220	0.43740
0.03830	0.90770
0.06920	0.53400
0.07910	0.67390
0.02950	0.93020
0.05990	0.63750
0.03950	0.64410
0.02600	0.80650
0.00270	0.38060
0.39160	0.65300
0.05280	0.64700
0.00110	0.66790
0.16940	0.60060
0.00420	0.49040
0.04840	0.62130
0.14280	1.00230
0.01670	0.46910
0.08710	0.40940
0.01760	0.37830
0.04570	0.44190
0.06090	0.47700
0.00870	0.88870
0.06210	0.81910
0.21320	0.49750
0.27920	0.65140
0.03500	0.58670
0.02050	0.56280
0.11250	0.83080
0.02890	0.51540
0.07230	0.45800
0.09870	0.50810
0.06420	0.48670
0.01770	0.84620
0.06010	0.30800
0.04390	0.69480
0.06510	0.70210
0.02130	2.89610
0.01500	0.87340
0.00210	0.27890
0.00110	0.15030
0.06790	1.00080
0.29190	0.67920
0.19870	0.94020
0.09520	0.58840
0.00620	0.82640
0.01180	0.61740
0.00790	0.45080
0.01720	0.31420
0.01600	0.66940
0.04970	0.33250
0.06220	1.23070
0.00000	0.30580
0.04360	0.58460
0.03300	0.56360
0.05100	0.42730
0.03050	0.47390
0.16810	0.67210
0.07150	0.50970
0.03780	0.49590
0.01730	0.57150
0.14770	0.63440
0.21020	0.69270
0.03340	0.33690
0.01730	0.73880
0.13270	0.52380
0.24630	0.73730
0.19170	0.76570
0.01010	0.36610
0.06490	0.65490
0.09220	2.03060
0.32110	0.74700
0.09150	0.61100
0.00210	0.74040
0.01590	0.48460
0.12560	0.69040
0.06290	0.85180
0.02550	0.61840
0.08680	0.39350
0.00000	0.95430
0.01440	0.43230
0.11730	0.98810
0.06760	0.91650
0.20430	1.70860
0.10500	0.70700
0.15640	1.52340
0.09450	1.15980
0.11930	1.23050
0.07750	0.43990
0.04340	0.69870
0.08060	0.37390
0.01060	6.27500
0.09940	0.49610
0.00890	0.62020
0.04440	0.93410
0.01220	2.09380
0.07610	0.42770
0.07670	1.21280
0.10680	0.80410
0.11590	0.49540
0.14690	0.59340
0.14830	0.57850
0.18840	0.61090
0.05960	0.62490
0.03790	0.26600
0.15900	0.90680
0.00610	0.28880
0.17220	0.50720
0.12820	0.75980
0.12880	0.64370
0.02980	0.63270
0.14990	0.63600
0.02480	0.83570
0.05670	0.76110
0.05500	0.66830
0.03140	0.52520
0.04590	0.37800
0.07520	0.70800
0.08020	0.48250
0.12470	0.51940
0.05190	0.35310
0.01610	0.64410
0.26320	0.53600
0.05950	0.46600
0.08090	0.43330
0.20820	0.55540
0.27930	0.74640
0.09120	0.53410
0.06040	0.51320
0.03720	0.86860
0.03840	0.21800
0.03910	0.37000
0.03360	0.58330
0.24210	1.00650
0.02280	0.26960
0.17820	2.18670
0.09450	0.56590
0.23380	0.82260
0.04910	0.50930
0.14800	0.50930
0.02800	0.59440
0.02800	0.59440
0.02830	0.57830
0.02800	0.59440
0.08310	0.72820
0.02860	1.08190
0.03150	0.51330
0.19820	0.49120
0.01090	0.48120
0.05280	0.59910
0.07720	0.45370
0.00330	0.95310
0.00000	1.00640
0.19910	0.66040
	
0.39510	0.80500
0.01930	0.56650
0.09950	0.80120
0.18060	0.44640
0.09890	0.81110
0.00890	0.59670
0.07770	0.58800
0.02970	0.58700
0.00000	0.41700
0.06790	0.97890
0.26070	0.55670
0.05530	0.44080
0.05120	1.17610
0.08960	0.61240
0.01140	0.43440
0.08500	0.55320
0.00780	0.51960
0.04550	0.59940
0.08920	0.61700
0.01400	0.51630
0.23400	0.72100
0.06520	0.56490
0.16850	1.44590
0.17350	0.53960
0.00320	0.37390
0.31360	1.63270
0.12140	0.66030
0.28590	1.83540
0.13380	0.59260
0.04370	0.54010
0.17720	0.62290
0.23440	1.45460
0.04870	0.46710
0.08110	1.17060
0.09180	0.88840
0.05450	0.72080
0.10610	0.47560
0.09260	0.49910
0.02510	0.18150
0.00000	0.35070
0.00150	0.35810
0.00700	0.48320
0.04500	0.69600
0.13680	0.76920
0.18100	0.60020
0.14090	0.75980
0.12310	0.42440
0.02370	0.40270
0.03220	0.64720
0.05700	0.91360
0.05380	0.66730
0.01300	0.45370
0.21300	0.88460
0.27980	0.50050
0.03720	0.83650
0.02320	0.42330
0.07290	1.00290
0.10550	0.44330
0.00300	0.14270
0.05390	0.45410
0.02930	0.44240
0.13940	0.64930
0.09870	0.65810
0.04300	0.73880
0.13760	0.55180
0.01810	0.31660
0.09040	0.93080
0.07040	0.96280
0.09250	0.59800
0.32910	0.70130
0.03330	0.69930
0.18630	0.71680
0.00890	1.36610
0.00500	0.42770
0.13030	0.46570
0.08550	0.57310
0.11350	0.61390
0.31220	0.67610
0.11060	0.53390
0.15150	0.84310
0.07210	0.73640
0.00840	0.46430
0.04810	0.51920
