0.05360	0.48810	0.10981
0.05360	0.48810	0.10981
0.11780	0.52360	0.22498
0.10500	0.70700	0.14851
0.02880	0.53310	0.05402
0.00140	0.40150	0.00349
0.17860	0.54700	0.32651
0.03200	0.43390	0.07375
0.02770	0.42930	0.06452
0.12430	0.47990	0.25901
0.04990	0.51260	0.09735
0.10360	1.73210	0.05981
0.01900	0.71500	0.02657
0.09370	0.64500	0.14527
0.38980	0.73600	0.52962
0.03910	0.46810	0.08353
0.22860	0.57410	0.39819
0.19900	0.77950	0.25529
0.09210	0.47730	0.19296
0.00920	0.35140	0.02618
0.00000	0.32940	0.00000
0.02580	0.40990	0.06294
0.03860	0.94080	0.04103
0.02570	0.58230	0.04414
0.05250	0.53550	0.09804
0.00860	0.43940	0.01957
0.07940	0.37970	0.20911
0.03170	0.48350	0.06556
0.08400	0.98390	0.08537
0.05820	1.14090	0.05101
0.04280	0.55140	0.07762
0.07290	0.42220	0.17267
0.04020	0.62640	0.06418
0.02280	0.44700	0.05101
0.01320	0.30580	0.04317
0.08250	0.54060	0.15261
0.01550	0.64500	0.02403
0.00500	0.89600	0.00558
0.00810	0.30480	0.02657
0.06850	0.41920	0.16341
0.12050	0.83360	0.14455
0.09980	0.55290	0.18050
0.11760	1.21510	0.09678
0.05000	0.14520	0.34435
0.04890	0.45730	0.10693
0.07020	0.50320	0.13951
0.24110	1.24420	0.19378
0.02070	0.41760	0.04957
0.06160	0.50540	0.12188
0.05090	0.39350	0.12935
0.05730	0.64890	0.08830
0.07370	0.57090	0.12909
0.01280	0.48350	0.02647
0.01400	0.51630	0.02712
0.01010	0.64200	0.01573
0.27380	0.51340	0.53331
0.06830	0.46870	0.14572
0.16780	0.75330	0.22275
0.03440	0.67240	0.05116
0.08270	0.59590	0.13878
0.00050	0.32890	0.00152
0.08060	0.84020	0.09593
0.00220	0.38530	0.00571
0.04190	0.47110	0.08894
0.02620	0.38850	0.06744
0.11620	0.66230	0.17545
0.00790	0.61460	0.01285
0.01220	0.44620	0.02734
0.09520	0.65580	0.14517
0.03910	0.35890	0.10894
0.01100	0.52330	0.02102
0.04230	1.49030	0.02838
0.00110	0.21660	0.00508
0.02920	0.38480	0.07588
0.07750	0.85140	0.09103
0.08600	1.21380	0.07085
0.01470	0.41490	0.03543
0.12870	0.77200	0.16671
0.17810	1.71960	0.10357
0.01540	0.59560	0.02586
0.01990	0.65630	0.03032
0.03840	0.67840	0.05660
0.03370	0.37740	0.08930
0.01880	0.96080	0.01957
0.03740	0.90060	0.04153
0.00420	0.99700	0.00421
0.11140	0.47750	0.23330
0.07470	0.88080	0.08481
0.01610	0.41040	0.03923
0.07330	0.79040	0.09274
0.08840	1.13160	0.07812
0.01730	0.48180	0.03591
0.01670	0.31240	0.05346
0.08760	1.28680	0.06808
0.13000	1.06210	0.12240
0.02690	0.62930	0.04275
0.02140	0.59890	0.03573
0.02900	0.35960	0.08065
0.02680	0.65220	0.04109
0.00680	0.23750	0.02863
0.03710	0.53700	0.06909
0.01160	0.45410	0.02555
0.03930	0.53830	0.07301
0.04240	0.56740	0.07473
0.02260	0.26350	0.08577
0.05670	0.49230	0.11517
0.00460	0.26650	0.01726
0.06590	0.53420	0.12336
0.02250	0.40730	0.05524
0.06060	0.75330	0.08045
0.07300	0.45990	0.15873
0.02380	0.71990	0.03306
0.06000	0.79350	0.07561
0.10590	0.71920	0.14725
0.07620	0.95070	0.08015
0.08130	0.57970	0.14024
0.03210	0.29550	0.10863
0.00260	0.31150	0.00835
0.06270	0.54910	0.11419
0.09570	0.66130	0.14471
0.00610	0.28880	0.02112
0.01460	0.50600	0.02885
0.15960	1.63900	0.09738
0.05460	0.54590	0.10002
0.03320	0.55350	0.05998
0.04730	0.52670	0.08980
0.01010	0.31680	0.03188
0.10160	0.40650	0.24994
0.06260	0.46000	0.13609
0.07870	0.44960	0.17504
0.01220	1.24510	0.00980
0.07270	0.53900	0.13488
0.04750	0.34890	0.13614
0.07250	0.65560	0.11059
0.01300	0.37850	0.03435
0.01030	0.61310	0.01680
0.17430	1.21210	0.14380
0.19510	0.57360	0.34013
0.10520	0.85290	0.12334
0.01220	0.70980	0.01719
0.03270	0.73310	0.04461
0.05610	0.45680	0.12281
0.07210	0.51000	0.14137
0.01950	0.51720	0.03770
0.00220	0.48600	0.00453
0.13950	0.92400	0.15097
0.05890	0.59260	0.09939
0.04500	0.69600	0.06466
0.07030	0.83000	0.08470
0.05480	0.50650	0.10819
0.04950	0.32680	0.15147
0.04490	0.46170	0.09725
0.20740	0.93510	0.22179
0.15820	0.81100	0.19507
0.07150	0.71160	0.10048
0.09540	0.69760	0.13675
0.18440	0.68680	0.26849
0.18320	0.69220	0.26466
0.05170	0.88310	0.05854
0.02020	0.39520	0.05111
0.05610	0.46920	0.11957
0.07810	0.43570	0.17925
0.05630	0.41410	0.13596
0.00970	0.60200	0.01611
0.26230	0.72430	0.36214
0.00710	0.25320	0.02804
0.00000	0.28760	0.00000
0.03200	0.50940	0.06282
0.06770	0.63370	0.10683
0.04560	0.36010	0.12663
0.01530	0.40340	0.03793
0.03780	0.52800	0.07159
0.03420	0.52520	0.06512
0.04230	0.33220	0.12733
0.05690	0.51530	0.11042
0.09080	0.49890	0.18200
0.11940	0.75440	0.15827
0.00320	0.32180	0.00994
0.00910	0.45140	0.02016
0.17380	0.70260	0.24737
0.14140	0.71030	0.19907
0.11000	0.68750	0.16000
0.03980	0.40440	0.09842
0.07220	1.14640	0.06298
